(2.59, 2.56006e-05)
(2.6, 2.45765e-05)
(2.61, 2.35935e-05)
(2.62, 2.26497e-05)
(2.63, 2.17437e-05)
(2.64, 2.0874e-05)
(2.65, 2.0039e-05)
(2.66, 1.92375e-05)
(2.67, 1.8468e-05)
(2.68, 1.77293e-05)
(2.69, 1.70201e-05)
(2.7, 1.63393e-05)
(2.71, 1.56857e-05)
(2.72, 1.50583e-05)
(2.73, 1.44559e-05)
(2.74, 1.38777e-05)
(2.75, 1.33226e-05)
(2.76, 1.27897e-05)
(2.77, 1.22781e-05)
(2.78, 1.1787e-05)
(2.79, 1.13155e-05)
(2.8, 1.08629e-05)
(2.81, 1.04284e-05)
(2.82, 1.00112e-05)
(2.83, 9.61079e-06)
(2.84, 9.22636e-06)
(2.85, 8.8573e-06)
(2.86, 8.50301e-06)
(2.87, 8.16289e-06)
(2.88, 7.83637e-06)
(2.89, 7.52292e-06)
(2.9, 7.222e-06)
(2.91, 6.93312e-06)
(2.92, 6.6558e-06)
(2.93, 6.38956e-06)
(2.94, 6.13398e-06)
(2.95, 5.88862e-06)
(2.96, 5.65308e-06)
(2.97, 5.42695e-06)
(2.98, 5.20988e-06)
(2.99, 5.00148e-06)
(3, 4.80142e-06)
(3.01, 4.60937e-06)
(3.02, 4.42499e-06)
(3.03, 4.24799e-06)
(3.04, 4.07807e-06)
(3.05, 3.91495e-06)
(3.06, 3.75835e-06)
(3.07, 3.60802e-06)
(3.08, 3.4637e-06)
(3.09, 3.32515e-06)
(3.1, 3.19214e-06)
(3.11, 3.06446e-06)
(3.12, 2.94188e-06)
(3.13, 2.8242e-06)
(3.14, 2.71124e-06)
(3.15, 2.60279e-06)
(3.16, 2.49867e-06)
(3.17, 2.39873e-06)
(3.18, 2.30278e-06)
(3.19, 2.21067e-06)
(3.2, 2.12224e-06)
(3.21, 2.03735e-06)
(3.22, 1.95586e-06)
(3.23, 1.87762e-06)
(3.24, 1.80252e-06)
(3.25, 1.73042e-06)
(3.26, 1.6612e-06)
(3.27, 1.59475e-06)
(3.28, 1.53096e-06)
(3.29, 1.46972e-06)
(3.3, 1.41093e-06)
(3.31, 1.3545e-06)
(3.32, 1.30032e-06)
(3.33, 1.2483e-06)
(3.34, 1.19837e-06)
(3.35, 1.15044e-06)
(3.36, 1.10442e-06)
(3.37, 1.06024e-06)
(3.38, 1.01783e-06)
(3.39, 9.7712e-07)
(3.4, 9.38035e-07)
(3.41, 9.00514e-07)
(3.42, 8.64493e-07)
(3.43, 8.29914e-07)
(3.44, 7.96717e-07)
(3.45, 7.64848e-07)
(3.46, 7.34255e-07)
(3.47, 7.04884e-07)
(3.48, 6.76689e-07)
(3.49, 6.49621e-07)
(3.5, 6.23637e-07)
(3.51, 5.98691e-07)
(3.52, 5.74743e-07)
(3.53, 5.51754e-07)
(3.54, 5.29684e-07)
(3.55, 5.08496e-07)
(3.56, 4.88156e-07)
(3.57, 4.6863e-07)
(3.58, 4.49885e-07)
(3.59, 4.3189e-07)
(3.6, 4.14614e-07)
(3.61, 3.98029e-07)
(3.62, 3.82108e-07)
(3.63, 3.66824e-07)
(3.64, 3.52151e-07)
(3.65, 3.38065e-07)
(3.66, 3.24542e-07)
(3.67, 3.11561e-07)
(3.68, 2.99098e-07)
(3.69, 2.87134e-07)
(3.7, 2.75649e-07)
(3.71, 2.64623e-07)
(3.72, 2.54038e-07)
(3.73, 2.43876e-07)
(3.74, 2.34121e-07)
(3.75, 2.24757e-07)
(3.76, 2.15766e-07)
(3.77, 2.07136e-07)
(3.78, 1.9885e-07)
(3.79, 1.90896e-07)
(3.8, 1.8326e-07)
(3.81, 1.7593e-07)
(3.82, 1.68893e-07)
(3.83, 1.62137e-07)
(3.84, 1.55652e-07)
(3.85, 1.49426e-07)
(3.86, 1.43448e-07)
(3.87, 1.37711e-07)
(3.88, 1.32202e-07)
(3.89, 1.26914e-07)
(3.9, 1.21837e-07)
(3.91, 1.16964e-07)
(3.92, 1.12285e-07)
(3.93, 1.07794e-07)
(3.94, 1.03482e-07)
(3.95, 9.93429e-08)
(3.96, 9.53692e-08)
(3.97, 9.15545e-08)
(3.98, 8.78923e-08)
(3.99, 8.43766e-08)
(4, 8.10015e-08)
(4.01, 7.77615e-08)
(4.02, 7.4651e-08)
(4.03, 7.1665e-08)
(4.04, 6.87984e-08)
(4.05, 6.60464e-08)
(4.06, 6.34046e-08)
(4.07, 6.08684e-08)
(4.08, 5.84337e-08)
(4.09, 5.60963e-08)
(4.1, 5.38525e-08)
(4.11, 5.16984e-08)
(4.12, 4.96304e-08)
(4.13, 4.76452e-08)
(4.14, 4.57394e-08)
(4.15, 4.39098e-08)
(4.16, 4.21534e-08)
(4.17, 4.04673e-08)
(4.18, 3.88486e-08)
(4.19, 3.72947e-08)
(4.2, 3.58029e-08)
(4.21, 3.43708e-08)
(4.22, 3.29959e-08)
(4.23, 3.16761e-08)
(4.24, 3.0409e-08)
(4.25, 2.91927e-08)
(4.26, 2.8025e-08)
(4.27, 2.6904e-08)
(4.28, 2.58278e-08)
(4.29, 2.47947e-08)
(4.3, 2.38029e-08)
(4.31, 2.28508e-08)
(4.32, 2.19368e-08)
(4.33, 2.10593e-08)
(4.34, 2.02169e-08)
(4.35, 1.94082e-08)
(4.36, 1.86319e-08)
(4.37, 1.78866e-08)
(4.38, 1.71712e-08)
(4.39, 1.64843e-08)
(4.4, 1.5825e-08)
(4.41, 1.5192e-08)
(4.42, 1.45843e-08)
(4.43, 1.40009e-08)
(4.44, 1.34409e-08)
(4.45, 1.29032e-08)
(4.46, 1.23871e-08)
(4.47, 1.18916e-08)
(4.48, 1.1416e-08)
(4.49, 1.09593e-08)
(4.5, 1.05209e-08)
(4.51, 1.01001e-08)
(4.52, 9.69611e-09)
(4.53, 9.30826e-09)
(4.54, 8.93593e-09)
(4.55, 8.57849e-09)
(4.56, 8.23535e-09)
(4.57, 7.90594e-09)
(4.58, 7.5897e-09)
(4.59, 7.28611e-09)
(4.6, 6.99467e-09)
(4.61, 6.71488e-09)
(4.62, 6.44629e-09)
(4.63, 6.18844e-09)
(4.64, 5.9409e-09)
(4.65, 5.70326e-09)
(4.66, 5.47513e-09)
(4.67, 5.25613e-09)
(4.68, 5.04588e-09)
(4.69, 4.84405e-09)
(4.7, 4.65028e-09)
(4.71, 4.46427e-09)
(4.72, 4.2857e-09)
(4.73, 4.11427e-09)
(4.74, 3.9497e-09)
(4.75, 3.79172e-09)
(4.76, 3.64005e-09)
(4.77, 3.49444e-09)
(4.78, 3.35467e-09)
(4.79, 3.22048e-09)
(4.8, 3.09166e-09)
(4.81, 2.96799e-09)
(4.82, 2.84927e-09)
(4.83, 2.7353e-09)
(4.84, 2.62589e-09)
(4.85, 2.52086e-09)
(4.86, 2.42002e-09)
(4.87, 2.32322e-09)
(4.88, 2.23029e-09)
(4.89, 2.14108e-09)
(4.9, 2.05544e-09)
(4.91, 1.97322e-09)
(4.92, 1.89429e-09)
(4.93, 1.81852e-09)
(4.94, 1.74578e-09)
(4.95, 1.67595e-09)
(4.96, 1.60891e-09)
(4.97, 1.54455e-09)
(4.98, 1.48277e-09)
(4.99, 1.42346e-09)
(5, 1.36652e-09)
(5.01, 1.31186e-09)
(5.02, 1.25939e-09)
(5.03, 1.20901e-09)
(5.04, 1.16065e-09)
(5.05, 1.11422e-09)
(5.06, 1.06966e-09)
(5.07, 1.02687e-09)
(5.08, 9.85794e-10)
(5.09, 9.46363e-10)
(5.1, 9.08508e-10)
(5.11, 8.72168e-10)
(5.12, 8.37281e-10)
(5.13, 8.0379e-10)
(5.14, 7.71638e-10)
(5.15, 7.40773e-10)
(5.16, 7.11142e-10)
(5.17, 6.82696e-10)
(5.18, 6.55388e-10)
(5.19, 6.29173e-10)
(5.2, 6.04006e-10)
(5.21, 5.79846e-10)
(5.22, 5.56652e-10)
(5.23, 5.34386e-10)
(5.24, 5.1301e-10)
(5.25, 4.9249e-10)
(5.26, 4.7279e-10)
(5.27, 4.53879e-10)
(5.28, 4.35724e-10)
(5.29, 4.18295e-10)
(5.3, 4.01563e-10)
(5.31, 3.855e-10)
(5.32, 3.7008e-10)
(5.33, 3.55277e-10)
(5.34, 3.41066e-10)
(5.35, 3.27423e-10)
(5.36, 3.14326e-10)
(5.37, 3.01753e-10)
(5.38, 2.89683e-10)
(5.39, 2.78096e-10)
(5.4, 2.66972e-10)
(5.41, 2.56293e-10)
(5.42, 2.46041e-10)
(5.43, 2.362e-10)
(5.44, 2.26752e-10)
(5.45, 2.17682e-10)
(5.46, 2.08974e-10)
(5.47, 2.00615e-10)
(5.48, 1.92591e-10)
(5.49, 1.84887e-10)
(5.5, 1.77492e-10)
(5.51, 1.70392e-10)
(5.52, 1.63576e-10)
(5.53, 1.57033e-10)
(5.54, 1.50752e-10)
(5.55, 1.44722e-10)
(5.56, 1.38933e-10)
(5.57, 1.33376e-10)
(5.58, 1.28041e-10)
(5.59, 1.22919e-10)
(5.6, 1.18002e-10)
(5.61, 1.13282e-10)
(5.62, 1.08751e-10)
(5.63, 1.04401e-10)
(5.64, 1.00225e-10)
(5.65, 9.62159e-11)
(5.66, 9.23672e-11)
(5.67, 8.86725e-11)
(5.68, 8.51256e-11)
(5.69, 8.17206e-11)
(5.7, 7.84518e-11)
(5.71, 7.53137e-11)
(5.72, 7.23012e-11)
(5.73, 6.94091e-11)
(5.74, 6.66328e-11)
(5.75, 6.39674e-11)
(5.76, 6.14087e-11)
(5.77, 5.89524e-11)
(5.78, 5.65943e-11)
(5.79, 5.43305e-11)
(5.8, 5.21573e-11)
(5.81, 5.0071e-11)
(5.82, 4.80682e-11)
(5.83, 4.61454e-11)
(5.84, 4.42996e-11)
(5.85, 4.25276e-11)
(5.86, 4.08265e-11)
(5.87, 3.91935e-11)
(5.88, 3.76257e-11)
(5.89, 3.61207e-11)
(5.9, 3.46759e-11)
(5.91, 3.32888e-11)
(5.92, 3.19573e-11)
(5.93, 3.0679e-11)
(5.94, 2.94518e-11)
(5.95, 2.82738e-11)
(5.96, 2.71428e-11)
(5.97, 2.60571e-11)
(5.98, 2.50148e-11)
(5.99, 2.40142e-11)
(6, 2.30537e-11)
(6.01, 2.21315e-11)
(6.02, 2.12463e-11)
(6.03, 2.03964e-11)
(6.04, 1.95805e-11)
(6.05, 1.87973e-11)
(6.06, 1.80454e-11)
(6.07, 1.73236e-11)
(6.08, 1.66307e-11)
(6.09, 1.59654e-11)
(6.1, 1.53268e-11)
(6.11, 1.47138e-11)
(6.12, 1.41252e-11)
(6.13, 1.35602e-11)
(6.14, 1.30178e-11)
(6.15, 1.24971e-11)
(6.16, 1.19972e-11)
(6.17, 1.15173e-11)
(6.18, 1.10566e-11)
(6.19, 1.06143e-11)
(6.2, 1.01898e-11)
(6.21, 9.78218e-12)
(6.22, 9.39089e-12)
(6.23, 9.01526e-12)
(6.24, 8.65465e-12)
(6.25, 8.30846e-12)
(6.26, 7.97612e-12)
(6.27, 7.65708e-12)
(6.28, 7.3508e-12)
(6.29, 7.05676e-12)
(6.3, 6.77449e-12)
(6.31, 6.50351e-12)
(6.32, 6.24337e-12)
(6.33, 5.99364e-12)
(6.34, 5.75389e-12)
(6.35, 5.52374e-12)
(6.36, 5.30279e-12)
(6.37, 5.09068e-12)
(6.38, 4.88705e-12)
(6.39, 4.69157e-12)
(6.4, 4.5039e-12)
(6.41, 4.32375e-12)
(6.42, 4.1508e-12)
(6.43, 3.98477e-12)
(6.44, 3.82538e-12)
(6.45, 3.67236e-12)
(6.46, 3.52547e-12)
(6.47, 3.38445e-12)
(6.48, 3.24907e-12)
(6.49, 3.11911e-12)
(6.5, 2.99434e-12)
(6.51, 2.87457e-12)
(6.52, 2.75959e-12)
(6.53, 2.6492e-12)
(6.54, 2.54323e-12)
(6.55, 2.44151e-12)
(6.56, 2.34384e-12)
(6.57, 2.25009e-12)
(6.58, 2.16009e-12)
(6.59, 2.07368e-12)
(6.6, 1.99074e-12)
(6.61, 1.91111e-12)
(6.62, 1.83466e-12)
(6.63, 1.76128e-12)
(6.64, 1.69083e-12)
(6.65, 1.62319e-12)
(6.66, 1.55826e-12)
(6.67, 1.49593e-12)
(6.68, 1.4361e-12)
(6.69, 1.37865e-12)
(6.7, 1.32351e-12)
(6.71, 1.27057e-12)
(6.72, 1.21974e-12)
(6.73, 1.17095e-12)
(6.74, 1.12412e-12)
(6.75, 1.07915e-12)
(6.76, 1.03599e-12)
(6.77, 9.94546e-13)
(6.78, 9.54764e-13)
(6.79, 9.16573e-13)
(6.8, 8.7991e-13)
(6.81, 8.44714e-13)
(6.82, 8.10925e-13)
(6.83, 7.78488e-13)
(6.84, 7.47349e-13)
(6.85, 7.17455e-13)
(6.86, 6.88757e-13)
(6.87, 6.61206e-13)
(6.88, 6.34758e-13)
(6.89, 6.09368e-13)
(6.9, 5.84993e-13)
(6.91, 5.61593e-13)
(6.92, 5.3913e-13)
(6.93, 5.17565e-13)
(6.94, 4.96862e-13)
(6.95, 4.76987e-13)
(6.96, 4.57908e-13)
(6.97, 4.39592e-13)
(6.98, 4.22008e-13)
(6.99, 4.05128e-13)
(7, 3.88923e-13)
(7.01, 3.73366e-13)
(7.02, 3.58431e-13)
(7.03, 3.44094e-13)
(7.04, 3.3033e-13)
(7.05, 3.17117e-13)
(7.06, 3.04432e-13)
(7.07, 2.92255e-13)
(7.08, 2.80565e-13)
(7.09, 2.69342e-13)
(7.1, 2.58568e-13)
(7.11, 2.48226e-13)
(7.12, 2.38297e-13)
(7.13, 2.28765e-13)
(7.14, 2.19614e-13)
(7.15, 2.1083e-13)
(7.16, 2.02396e-13)
(7.17, 1.94301e-13)
(7.18, 1.86529e-13)
(7.19, 1.79067e-13)
(7.2, 1.71905e-13)
(7.21, 1.65029e-13)
(7.22, 1.58427e-13)
(7.23, 1.5209e-13)
(7.24, 1.46007e-13)
(7.25, 1.40166e-13)
(7.26, 1.3456e-13)
(7.27, 1.29177e-13)
(7.28, 1.2401e-13)
(7.29, 1.1905e-13)
(7.3, 1.14288e-13)
(7.31, 1.09716e-13)
(7.32, 1.05328e-13)
(7.33, 1.01115e-13)
(7.34, 9.707e-14)
(7.35, 9.31872e-14)
(7.36, 8.94597e-14)
(7.37, 8.58813e-14)
(7.38, 8.24461e-14)
(7.39, 7.91482e-14)
(7.4, 7.59823e-14)
(7.41, 7.2943e-14)
(7.42, 7.00253e-14)
(7.43, 6.72243e-14)
(7.44, 6.45353e-14)
(7.45, 6.19539e-14)
(7.46, 5.94757e-14)
(7.47, 5.70967e-14)
(7.48, 5.48128e-14)
(7.49, 5.26203e-14)
(7.5, 5.05155e-14)
(7.51, 4.84949e-14)
(7.52, 4.65551e-14)
(7.53, 4.46929e-14)
(7.54, 4.29052e-14)
(7.55, 4.1189e-14)
(7.56, 3.95414e-14)
(7.57, 3.79598e-14)
(7.58, 3.64414e-14)
(7.59, 3.49837e-14)
(7.6, 3.35844e-14)
(7.61, 3.2241e-14)
(7.62, 3.09513e-14)
(7.63, 2.97133e-14)
(7.64, 2.85248e-14)
(7.65, 2.73838e-14)
(7.66, 2.62884e-14)
(7.67, 2.52369e-14)
(7.68, 2.42274e-14)
(7.69, 2.32583e-14)
(7.7, 2.2328e-14)
(7.71, 2.14349e-14)
(7.72, 2.05775e-14)
(7.73, 1.97544e-14)
(7.74, 1.89642e-14)
(7.75, 1.82056e-14)
(7.76, 1.74774e-14)
(7.77, 1.67783e-14)
(7.78, 1.61072e-14)
(7.79, 1.54629e-14)
(7.8, 1.48444e-14)
(7.81, 1.42506e-14)
(7.82, 1.36806e-14)
(7.83, 1.31333e-14)
(7.84, 1.2608e-14)
(7.85, 1.21037e-14)
(7.86, 1.16195e-14)
(7.87, 1.11548e-14)
(7.88, 1.07086e-14)
(7.89, 1.02802e-14)
(7.9, 9.86902e-15)
(7.91, 9.47426e-15)
(7.92, 9.09529e-15)
(7.93, 8.73148e-15)
(7.94, 8.38222e-15)
(7.95, 8.04693e-15)
(7.96, 7.72505e-15)
(7.97, 7.41605e-15)
(7.98, 7.11941e-15)
(7.99, 6.83463e-15)
(8, 6.56125e-15)
(8.01, 6.2988e-15)
(8.02, 6.04685e-15)
(8.03, 5.80497e-15)
(8.04, 5.57277e-15)
(8.05, 5.34986e-15)
(8.06, 5.13587e-15)
(8.07, 4.93043e-15)
(8.08, 4.73322e-15)
(8.09, 4.54389e-15)
(8.1, 4.36213e-15)
(8.11, 4.18765e-15)
(8.12, 4.02014e-15)
(8.13, 3.85933e-15)
(8.14, 3.70496e-15)
(8.15, 3.55676e-15)
(8.16, 3.41449e-15)
(8.17, 3.27791e-15)
(8.18, 3.1468e-15)
(8.19, 3.02092e-15)
(8.2, 2.90009e-15)
(8.21, 2.78408e-15)
(8.22, 2.67272e-15)
(8.23, 2.56581e-15)
(8.24, 2.46318e-15)
(8.25, 2.36465e-15)
(8.26, 2.27007e-15)
(8.27, 2.17926e-15)
(8.28, 2.09209e-15)
(8.29, 2.00841e-15)
(8.3, 1.92807e-15)
(8.31, 1.85095e-15)
(8.32, 1.77691e-15)
(8.33, 1.70584e-15)
(8.34, 1.6376e-15)
(8.35, 1.5721e-15)
(8.36, 1.50921e-15)
(8.37, 1.44885e-15)
(8.38, 1.39089e-15)
(8.39, 1.33526e-15)
(8.4, 1.28185e-15)
(8.41, 1.23057e-15)
(8.42, 1.18135e-15)
(8.43, 1.1341e-15)
(8.44, 1.08873e-15)
(8.45, 1.04518e-15)
(8.46, 1.00337e-15)
(8.47, 9.6324e-16)
(8.48, 9.2471e-16)
(8.49, 8.87722e-16)
(8.5, 8.52213e-16)
(8.51, 8.18124e-16)
(8.52, 7.85399e-16)
(8.53, 7.53983e-16)
(8.54, 7.23824e-16)
(8.55, 6.94871e-16)
(8.56, 6.67076e-16)
(8.57, 6.40393e-16)
(8.58, 6.14777e-16)
(8.59, 5.90186e-16)
(8.6, 5.66579e-16)
(8.61, 5.43916e-16)
(8.62, 5.22159e-16)
(8.63, 5.01273e-16)
(8.64, 4.81222e-16)
(8.65, 4.61973e-16)
(8.66, 4.43494e-16)
(8.67, 4.25754e-16)
(8.68, 4.08724e-16)
(8.69, 3.92375e-16)
(8.7, 3.7668e-16)
(8.71, 3.61613e-16)
(8.72, 3.47148e-16)
(8.73, 3.33262e-16)
(8.74, 3.19932e-16)
(8.75, 3.07135e-16)
(8.76, 2.94849e-16)
(8.77, 2.83055e-16)
(8.78, 2.71733e-16)
(8.79, 2.60864e-16)
(8.8, 2.50429e-16)
(8.81, 2.40412e-16)
(8.82, 2.30796e-16)
(8.83, 2.21564e-16)
(8.84, 2.12701e-16)
(8.85, 2.04193e-16)
(8.86, 1.96025e-16)
(8.87, 1.88184e-16)
(8.88, 1.80657e-16)
(8.89, 1.73431e-16)
(8.9, 1.66494e-16)
(8.91, 1.59834e-16)
(8.92, 1.5344e-16)
(8.93, 1.47303e-16)
(8.94, 1.41411e-16)
(8.95, 1.35754e-16)
(8.96, 1.30324e-16)
(8.97, 1.25111e-16)
(8.98, 1.20107e-16)
(8.99, 1.15302e-16)
(9, 1.1069e-16)
(9.01, 1.06263e-16)
(9.02, 1.02012e-16)
(9.03, 9.79317e-17)
(9.04, 9.40145e-17)
(9.05, 9.02539e-17)
(9.06, 8.66437e-17)
(9.07, 8.3178e-17)
(9.08, 7.98509e-17)
(9.09, 7.66568e-17)
(9.1, 7.35906e-17)
(9.11, 7.06469e-17)
(9.12, 6.78211e-17)
(9.13, 6.51082e-17)
(9.14, 6.25039e-17)
(9.15, 6.00037e-17)
(9.16, 5.76036e-17)
(9.17, 5.52994e-17)
(9.18, 5.30875e-17)
(9.19, 5.0964e-17)
(9.2, 4.89254e-17)
(9.21, 4.69684e-17)
(9.22, 4.50896e-17)
(9.23, 4.32861e-17)
(9.24, 4.15546e-17)
(9.25, 3.98924e-17)
(9.26, 3.82967e-17)
(9.27, 3.67649e-17)
(9.28, 3.52943e-17)
(9.29, 3.38825e-17)
(9.3, 3.25272e-17)
(9.31, 3.12261e-17)
(9.32, 2.99771e-17)
(9.33, 2.8778e-17)
(9.34, 2.76269e-17)
(9.35, 2.65218e-17)
(9.36, 2.54609e-17)
(9.37, 2.44425e-17)
(9.38, 2.34648e-17)
(9.39, 2.25262e-17)
(9.4, 2.16251e-17)
(9.41, 2.07601e-17)
(9.42, 1.99297e-17)
(9.43, 1.91325e-17)
(9.44, 1.83672e-17)
(9.45, 1.76326e-17)
(9.46, 1.69273e-17)
(9.47, 1.62502e-17)
(9.48, 1.56002e-17)
(9.49, 1.49761e-17)
(9.5, 1.43771e-17)
(9.51, 1.3802e-17)
(9.52, 1.32499e-17)
(9.53, 1.27199e-17)
(9.54, 1.22111e-17)
(9.55, 1.17227e-17)
(9.56, 1.12538e-17)
(9.57, 1.08036e-17)
(9.58, 1.03715e-17)
(9.59, 9.95663e-18)
(9.6, 9.55837e-18)
(9.61, 9.17603e-18)
(9.62, 8.80899e-18)
(9.63, 8.45663e-18)
(9.64, 8.11837e-18)
(9.65, 7.79363e-18)
(9.66, 7.48189e-18)
(9.67, 7.18261e-18)
(9.68, 6.89531e-18)
